2016-11-03 15:45:05,290 74447    1478205905	localhost:6703	 15:word       	__sendqueue            	{arrival_rate_secs=9.66378095429837, overflow=1, read_pos=583, write_pos=583, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:05,290 74447    1478205905	localhost:6703	 15:word       	__skipped-inactive     	0
2016-11-03 15:45:05,290 74447    1478205905	localhost:6703	 15:word       	__skipped-max-spout    	0
2016-11-03 15:45:05,290 74447    1478205905	localhost:6703	 15:word       	__skipped-throttle     	0
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__complete-latency     	{}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__emit-count           	{default=600}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__receive              	{arrival_rate_secs=0.21331058020477817, overflow=0, read_pos=1, write_pos=2, sojourn_time_ms=4688.0, capacity=1024, population=1}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__transfer-count       	{default=600}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__ack-count            	{}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__fail-count           	{}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__sendqueue            	{arrival_rate_secs=9.70970970970971, overflow=1, read_pos=584, write_pos=584, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__skipped-inactive     	0
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__skipped-max-spout    	0
2016-11-03 15:45:05,350 74507    1478205905	localhost:6703	 17:word       	__skipped-throttle     	0
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	uptimeSecs             	79.477
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__transfer-count       	{}
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__ack-count            	{}
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/10.74.126.36:60386=11}}
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	newWorkerEvent         	1
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__send-iconnection     	{6703/2dc10ebb-b5ac-4db2-85f8-f2b19dee2797={reconnects=16, src=/10.74.126.36:60383, pending=0, dest=localhost/10.74.126.36:6703, sent=0, lostOnSend=0}}
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__fail-count           	{}
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	startTimeSecs          	1.478205830843E9
2016-11-03 15:45:10,266 79423    1478205910	localhost:6701	 -1:__system   	__emit-count           	{}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	memory/nonHeap         	{unusedBytes=997272, virtualFreeBytes=-48679017, initBytes=2555904, committedBytes=49676288, maxBytes=-1, usedBytes=48679016}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__process-latency      	{}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__receive              	{arrival_rate_secs=0.10682619378271552, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9361.0, capacity=1024, population=1}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__transfer             	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__execute-latency      	{}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	memory/heap            	{unusedBytes=136284824, virtualFreeBytes=758614680, initBytes=268435456, committedBytes=212860928, maxBytes=835190784, usedBytes=76576104}
2016-11-03 15:45:10,267 79424    1478205910	localhost:6701	 -1:__system   	__execute-count        	{}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__emit-count           	{}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__process-latency      	{}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__receive              	{arrival_rate_secs=0.10678056593699947, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9365.0, capacity=1024, population=1}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__transfer-count       	{}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__ack-count            	{}
2016-11-03 15:45:10,269 79426    1478205910	localhost:6701	  4:__eventlogger	__execute-latency      	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  4:__eventlogger	__fail-count           	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  4:__eventlogger	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  4:__eventlogger	__execute-count        	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__emit-count           	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__process-latency      	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__receive              	{arrival_rate_secs=0.10678056593699947, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9365.0, capacity=1024, population=1}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__transfer-count       	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__ack-count            	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__execute-latency      	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__fail-count           	{}
2016-11-03 15:45:10,270 79427    1478205910	localhost:6701	  5:__eventlogger	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,271 79428    1478205910	localhost:6701	  5:__eventlogger	__execute-count        	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__emit-count           	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__process-latency      	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__receive              	{arrival_rate_secs=0.10623605651758207, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9413.0, capacity=1024, population=1}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__transfer-count       	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__ack-count            	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__execute-latency      	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__fail-count           	{}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,317 79474    1478205910	localhost:6701	  3:__acker    	__execute-count        	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__emit-count           	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__process-latency      	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__receive              	{arrival_rate_secs=0.10623605651758207, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9413.0, capacity=1024, population=1}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__transfer-count       	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__ack-count            	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__execute-latency      	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__fail-count           	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  1:__acker    	__execute-count        	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__emit-count           	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__process-latency      	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__receive              	{arrival_rate_secs=0.10623605651758207, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9413.0, capacity=1024, population=1}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__transfer-count       	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__ack-count            	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__execute-latency      	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__fail-count           	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  6:__eventlogger	__execute-count        	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  2:__acker    	__emit-count           	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  2:__acker    	__process-latency      	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  2:__acker    	__receive              	{arrival_rate_secs=0.10623605651758207, overflow=0, read_pos=-1, write_pos=0, sojourn_time_ms=9413.0, capacity=1024, population=1}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  2:__acker    	__transfer-count       	{}
2016-11-03 15:45:10,318 79475    1478205910	localhost:6701	  2:__acker    	__ack-count            	{}
2016-11-03 15:45:10,319 79476    1478205910	localhost:6701	  2:__acker    	__execute-latency      	{}
2016-11-03 15:45:10,319 79476    1478205910	localhost:6701	  2:__acker    	__fail-count           	{}
2016-11-03 15:45:10,319 79476    1478205910	localhost:6701	  2:__acker    	__sendqueue            	{arrival_rate_secs=0.0, overflow=0, read_pos=-1, write_pos=-1, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:45:10,319 79476    1478205910	localhost:6701	  2:__acker    	__execute-count        	{}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__emit-count           	{default=960}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__process-latency      	{word:default=1.0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__receive              	{arrival_rate_secs=14.81721825654337, overflow=0, read_pos=1925, write_pos=1926, sojourn_time_ms=67.48905109489051, capacity=1024, population=1}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__transfer-count       	{default=960}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__ack-count            	{word:default=140}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__execute-latency      	{word:default=1.0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__fail-count           	{}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__sendqueue            	{arrival_rate_secs=14.268488745980708, overflow=0, read_pos=1925, write_pos=1925, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  8:exclaim1   	__execute-count        	{word:default=180}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__emit-count           	{default=940}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__process-latency      	{word:default=1.0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__receive              	{arrival_rate_secs=16.655851178888167, overflow=0, read_pos=1971, write_pos=1972, sojourn_time_ms=60.03896103896104, capacity=1024, population=1}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__transfer-count       	{default=940}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__ack-count            	{word:default=100}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__execute-latency      	{word:default=1.0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__fail-count           	{}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__sendqueue            	{arrival_rate_secs=17.022562449637388, overflow=0, read_pos=1971, write_pos=1971, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:46:05,220 134377   1478205965	localhost:6703	  7:exclaim1   	__execute-count        	{word:default=160}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__emit-count           	{default=980}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__process-latency      	{word:default=1.0}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__receive              	{arrival_rate_secs=17.174335709656514, overflow=0, read_pos=1939, write_pos=1940, sojourn_time_ms=58.22641509433962, capacity=1024, population=1}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__transfer-count       	{default=980}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__ack-count            	{word:default=60}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__execute-latency      	{word:default=1.0}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__fail-count           	{}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__sendqueue            	{arrival_rate_secs=17.015706806282722, overflow=0, read_pos=1939, write_pos=1939, sojourn_time_ms=0.0, capacity=1024, population=0}
2016-11-03 15:46:05,232 134389   1478205965	localhost:6703	  9:exclaim1   	__execute-count        	{word:default=120}
2016-11-03 15:46:05,234 134391   1478205965	localhost:6703	 11:exclaim2   	__emit-count           	{default=1420}
2016-11-03 15:46:05,234 134391   1478205965	localhost:6703	 11:exclaim2   	__process-latency      	{exclaim1:default=1.0}
